INCOME,AGE,COW,SCHL,MAR,RAC1P,SEX,DREM,DPHY,DEAR,DEYE,WAOB,ST,PUMA
0,57,0,17,2,1,0,0,0,0,1,39,0,9
0,88,5,19,0,0,0,0,0,1,0,35,0,12
0,51,0,15,0,0,0,0,0,0,0,39,0,37
0,18,0,15,4,0,0,0,0,0,0,39,0,9
0,27,0,15,4,0,0,0,0,0,0,39,0,37
1,42,4,17,2,0,0,0,0,0,0,39,0,3
0,27,0,17,4,0,1,0,0,0,0,45,0,41
0,22,0,12,4,3,0,0,0,0,0,74,0,10
1,64,5,15,1,0,1,0,0,0,0,49,0,31
0,63,2,19,0,0,1,0,0,0,0,15,0,46
